task,dimension,rank,test_mse,recovery_slope,high_low_ratio
dense,1,35,0.5854461289425426,-0.9711014463412146,0.04724836867338003
dense,1,36,0.5809474802452816,-0.9812816351239932,0.04253599651960501
dense,1,37,0.5792349862975226,-0.9913828236151989,0.0382550162871684
dense,1,38,0.5845513377867321,-1.0014112549695429,0.03437089433117741
dense,1,39,0.5908693049195749,-1.0113724264282307,0.03085120981928885
dense,1,40,0.5909007943164825,-1.0212711988406924,0.02766561778897664
dense,1,41,0.5866411915962519,-1.0311118876476866,0.024785796459903035
dense,1,42,0.5862095135411893,-1.0408983388326425,0.02218538218866989
dense,1,43,0.5919561846620791,-1.0506339926209671,0.01983989498735332
dense,1,44,0.5972438933095073,-1.0603219371429338,0.017726657111832165
dense,1,45,0.5962865464571964,-1.0699649538355192,0.015824706856411946
dense,1,46,0.5924750883624424,-1.0795655560131192,0.014114709363463814
dense,1,47,0.5932227594820403,-1.0891260217644911,0.012578865966934276
dense,1,48,0.5991498654238395,-1.0986484221171138,0.01120082333313821
dense,1,49,0.6033755816128559,-1.1081346452378507,0.00996558343799123
dense,1,50,0.6016605902537796,-1.117586417300798,0.008859415223777974
dense,1,0,0.654,-1.202,0.066
dense,2,1,1.3404989792179827,-0.32517241379310347,0.3768411023785632
dense,2,2,0.7825560053623593,-0.2853846153846154,0.5154731965320193
dense,2,3,0.5447974621926857,-0.27,0.5606045054503157
dense,2,4,0.4630816930213658,-0.2853846153846154,0.5598171234050076
dense,2,5,0.47861499909983535,-0.3275057471264368,0.5427184464702192
dense,2,6,0.5080369568188953,-0.3802573529411765,0.5191229776512605
dense,2,7,0.5205628165141354,-0.4472740315638451,0.49287662765989104
dense,2,8,0.5305876274108913,-0.505768767523882,0.4656415456130908
dense,2,9,0.5489147037872263,-0.5555942307791156,0.4382336532748418
dense,2,10,0.5657146406120929,-0.5975978986626322,0.4111144944100692
dense,2,11,0.5684792808355985,-0.6331576102939279,0.3845780967732476
dense,2,12,0.5621047927850578,-0.6636239422727775,0.3588260780722929
dense,2,13,0.5622537368162992,-0.6901286338431827,0.33400085554198494
dense,2,14,0.5732267731099804,-0.7135604702111501,0.3102024819757571
dense,2,15,0.5828617449899688,-0.7345985132044951,0.28749860832812035
dense,2,16,0.580968426482297,-0.7537566896099113,0.2659312305981493
dense,2,17,0.5739344769959257,-0.7714239010360389,0.24552171160521977
dense,2,18,0.5749176415721611,-0.7878958855427746,0.22627473959404726
dense,2,19,0.5848059157697717,-0.8033992477106774,0.20818155259268625
dense,2,20,0.5915624068621192,-0.8181091798173543,0.19122261343836972
dense,2,21,0.5880554162151552,-0.832162424559259,0.17536985188900248
dense,2,22,0.582072994322393,-0.8456667522299525,0.16058855401449598
dense,2,23,0.5845495968884571,-0.8587079155926942,0.14683895787428985
dense,2,24,0.5937843821129725,-0.8713547852423272,0.13407760100449878
dense,2,25,0.5984100913700341,-0.8836631699581015,0.12225845607713055
dense,2,26,0.5940901471917996,-0.8956786821047278,0.11133388454717494
dense,2,27,0.5894671357381743,-0.9074389050561347,0.10125543323289217
dense,2,28,0.5932607758301058,-0.9189750466744302,0.09197449502725588
dense,2,29,0.6017500350459621,-0.9303132113574663,0.08344285197028008
dense,2,30,0.6045856696050016,-0.9414753867053725,0.0756131165005214
dense,2,31,0.5999059619364384,-0.952480214935544,0.06843908470145746
dense,2,32,0.5967089293828616,-0.9633436006413295,0.061876013664083414
dense,2,33,0.6015317824238605,-0.97407919314855,0.0558808336311839
dense,2,34,0.6091351292983076,-0.9846987720522069,0.05041230432213123
dense,2,35,0.6104453637928023,-0.9952125574523257,0.045431123724403874
dense,2,36,0.6057441045074516,-1.0056294612109498,0.04089999665346636
dense,2,37,0.603954384961882,-1.0159572917003052,0.03678366950689269
dense,2,38,0.609509816812122,-1.0262029216362096,0.033048936856901356
dense,2,39,0.616111944716872,-1.0363724264282306,0.02966462482623928
dense,2,40,0.6161447108253599,-1.0464711988406925,0.026601555566323692
dense,2,41,0.6116932928020035,-1.0565040445104317,0.02383249659606061
dense,2,42,0.6112420628560112,-1.0664752619095657,0.02133209825833643
dense,2,43,0.617247214263899,-1.0763887096020992,0.019076822103224346
dense,2,44,0.6227727560143688,-1.0862478630688597,0.017044862607530926
dense,2,45,0.6217722205628265,-1.0960558629264283,0.015216064285011486
dense,2,46,0.6177891443355621,-1.1058155560131193,0.013571835926407514
dense,2,47,0.6185703632995183,-1.115529530536421,0.012095063429744495
dense,2,48,0.624764096518284,-1.1252001462550447,0.010770022435709818
dense,2,49,0.6291798820290614,-1.134829560492088,0.00958229176729926
dense,2,50,0.6273876324688412,-1.1444197506341314,0.008518668484401899
dense,2,0,0.68343,-1.282,0.066
dense,3,1,1.3743716955031324,-0.32517241379310347,0.3685492752369639
dense,3,2,0.8029203761090377,-0.2853846153846154,0.5041309766552782
dense,3,3,0.5597571834935844,-0.27,0.5482692383452796
dense,3,4,0.47540872326080236,-0.2853846153846154,0.5474991814690491
dense,3,5,0.48953006510940494,-0.3288706596281195,0.5307767354512133
dense,3,6,0.5191906311283867,-0.38281656388183155,0.5077004497774501
dense,3,7,0.5323182825282431,-0.4508870352447699,0.48203161162290703
dense,3,8,0.542860143144538,-0.5103184758628243,0.4553957969890667
dense,3,9,0.5618002232451633,-0.5609820432857578,0.42859097449683475
dense,3,10,0.5791045897008955,-0.6037400049202044,0.40206853232807255
dense,3,11,0.5819832594575105,-0.6399821728023414,0.37611602859448084
dense,3,12,0.5754733199718822,-0.6710689195546832,0.3509306447066284
dense,3,13,0.575640743217217,-0.6981400767878421,0.3266516642201787
dense,3,14,0.5868990896524854,-0.7220911733466671,0.30337693841587715
dense,3,15,0.5967822777963587,-0.7436069357156009,0.2811726296897489
dense,3,16,0.5948447435755558,-0.7632060838523299,0.26007980998146324
dense,3,17,0.5876358270723805,-0.7812816024370806,0.24011937205337608
dense,3,18,0.5886451755173147,-0.7981327293053948,0.2212959009923614
dense,3,19,0.5987834351370416,-0.8139890860858018,0.20360082762061504
dense,3,20,0.605710683652266,-0.8290284798308158,0.18701504466153548
dense,3,21,0.6021156900850093,-0.8433899306214877,0.1715110995168934
dense,3,22,0.5959827583534858,-0.8571832014629003,0.1570550420849243
dense,3,23,0.5985218299225635,-0.8704957962890448,0.14360798532734334
dense,3,24,0.6079892523975398,-0.8833981308454099,0.13112742310704426
dense,3,25,0.6127314511413754,-0.8959473824732457,0.11956834085882827
dense,3,26,0.6083026268736925,-0.9081903800368192,0.108884148252909
dense,3,27,0.6035630813415837,-0.9201657918961491,0.0990274582476384
dense,3,28,0.607452188628772,-0.9319057966903715,0.08995073326297845
dense,3,29,0.6161551896081574,-0.9434373700274922,0.08160681630333054
dense,3,30,0.6190621490674747,-0.9547832835967787,0.07394936249995566
dense,3,31,0.6142644557420754,-0.9659628872082633,0.06693318458469238
dense,3,32,0.610986786742247,-0.9769927256581565,0.06051452414960257
dense,3,33,0.6159310245847338,-0.9878870289213866,0.054651259123324684
dense,3,34,0.623725799207719,-0.9986581044557798,0.049303056656177596
dense,3,35,0.6250689428176875,-1.0093166533030469,0.044431479517883794
dense,3,36,0.6202491682154447,-1.0198720264458996,0.040000053148891185
dense,3,37,0.6184142782524218,-1.0303324340052613,0.03597429964978386
dense,3,38,0.6241095662957953,-1.0407051169665882,0.03232174422875813
dense,3,39,0.6308779203135993,-1.0509964889462595,0.02901189894329545
dense,3,40,0.6309114356063547,-1.0612122538588655,0.026016227959909828
dense,3,41,0.6263478148741547,-1.071357504087567,0.023308098007690143
dense,3,42,0.6258851495966059,-1.0814368027933952,0.020862717210968492
dense,3,43,0.6320415038501956,-1.0914542532527478,0.01865706504834748
dense,3,44,0.6377061704290266,-1.1014135575320008,0.016669815794691553
dense,3,45,0.6366803724857624,-1.1113180663543347,0.014881257455208633
dense,3,46,0.6325969071658051,-1.1211708216570495,0.013273207892507778
dense,3,47,0.6333977513187866,-1.130974593055462,0.011828929574936448
dense,3,48,0.6397474523491209,-1.1407319092052273,0.010533044134286792
dense,3,49,0.6442744220468744,-1.150445084875746,0.009371447710073786
dense,3,50,0.642436980017219,-1.1601162444034825,0.008331227873217472
dense,3,0,0.7006454463962236,-1.3287970000576925,0.066
dense,5,1,1.4169736967025912,-0.32517241379310347,0.3586082441844973
dense,5,2,0.8284649743335605,-0.2853846153846154,0.4905328446545623
dense,5,3,0.5785618510024597,-0.27,0.5334805468738387
dense,5,4,0.491291588279775,-0.2853846153846154,0.5327312610581776
dense,5,5,0.5035984502126003,-0.3305902460145073,0.5164598764486966
dense,5,6,0.5331829169411139,-0.38604078835630873,0.4940060369113719
dense,5,7,0.5470191467480312,-0.45543888156167883,0.46902957487671404
dense,5,8,0.5582524173899492,-0.516050430484117,0.4431122190167038
dense,5,9,0.5779953051919708,-0.5677698842846571,0.4170304140167185
dense,5,10,0.595951992078156,-0.6114781436589496,0.3912233725796967
dense,5,11,0.5989833036213181,-0.6485801047342804,0.3659708963942232
dense,5,12,0.5923076581076341,-0.6804484816622531,0.34146484821565
dense,5,13,0.5925012028002018,-0.7082333012296835,0.31784075464705636
dense,5,14,0.6041207026606737,-0.7328385882615909,0.29519382758638124
dense,5,15,0.6143176719021545,-0.7549562058657605,0.27358844480415306
dense,5,16,0.6123251226495636,-0.7751109126811686,0.25306457038973434
dense,5,17,0.604896235148104,-0.7937008374498814,0.23364253355641632
dense,5,18,0.6059388884898326,-0.8110296272033034,0.21532679571564048
dense,5,19,0.6163923158884956,-0.8273307046008797,0.198109018829557
dense,5,20,0.6235348541435958,-0.8427851709219184,0.1819706110099881
dense,5,21,0.6198291080598703,-0.8575349154127423,0.16688486014891776
dense,5,22,0.613506644521905,-0.8716922115980474,0.152818731894628
dense,5,23,0.6161244846048575,-0.8853467696260304,0.13973438812489766
dense,5,24,0.6258850468009862,-0.8985709519017729,0.12759046923812425
dense,5,25,0.6307740450260336,-0.911423659950736,0.11634317486547427
dense,5,26,0.6262080796629854,-0.9239532552453741,0.10594717137727254
dense,5,27,0.6213217437230799,-0.9361997730665219,0.09635634992201857
dense,5,28,0.6253311456961623,-0.9481966150877298,0.08752445517035579
dense,5,29,0.6343034458803816,-0.9599718545119904,0.07940560211170655
dense,5,30,0.637300277530636,-0.9715492508640599,0.07195469595652126
dense,5,31,0.6323539509416596,-0.982949045415265,0.06512776829139189
dense,5,32,0.628974701238533,-0.9941885895220346,0.058882241021899644
dense,5,33,0.6340718735387858,-1.0052828446906588,0.05317712825262347
dense,5,34,0.6421078250734482,-1.0162447834074735,0.04797318504841105
dense,5,35,0.6434924347384776,-1.0270857126290545,0.04323301096219251
dense,5,36,0.6385233531492553,-1.037815536564729,0.03892111527769941
dense,5,37,0.6366315591681783,-1.0484429714789203,0.03500395008206513
dense,5,38,0.6425030485928283,-1.0589757223219587,0.03144991653939048
dense,5,39,0.6494808256926135,-1.0694206288004147,0.028229349070959153
dense,5,40,0.6495152873982158,-1.0797837868318538,0.025314481552048292
dense,5,41,0.6448103101902352,-1.0900706500570814,0.022679399101907725
dense,5,42,0.6443332400364176,-1.100286115105723,0.02029997856631991
dense,5,43,0.6506800890446215,-1.1104345935553304,0.01815382036587114
dense,5,44,0.6565200336704723,-1.1205200729363098,0.01622017400297353
dense,5,45,0.6554624100676325,-1.130546168674853,0.014479859182570975
dense,5,46,0.6512524706125248,-1.1405161685039125,0.01291518420153613
dense,5,47,0.6520780406124054,-1.1504330705856398,0.011509862996535837
dense,5,48,0.6586242387656515,-1.1602996163606747,0.010248932006407497
dense,5,49,0.6632912847926739,-1.1701183189573015,0.009118667799890786
dense,5,50,0.6613969077179771,-1.1798914878469424,0.008106506240161543
dense,5,0,0.722334343832535,-1.387754247590989,0.066
dense,10,1,1.4746663657081331,-0.32517241379310347,0.3459463857480573
dense,10,2,0.862939891264141,-0.2853846153846154,0.4732129488123328
dense,10,3,0.6039346784311528,-0.27,0.5146442393637529
dense,10,4,0.5132998019756083,-0.2853846153846154,0.5139214095793743
dense,10,5,0.5233996977579137,-0.33292357934784067,0.49822454039677266
dense,10,6,0.5521554939393587,-0.3904157883563087,0.4765635084487511
dense,10,7,0.5667646299819353,-0.4616153521499141,0.45246892359247526
dense,10,8,0.5789993498853595,-0.5238282082618948,0.42746666630107866
dense,10,9,0.5998921591515607,-0.5769804106004466,0.4023057662943058
dense,10,10,0.6187683524302261,-0.6219781436589495,0.37740992840778237
dense,10,11,0.6220251177075031,-0.6602467714009471,0.35304907499957433
dense,10,12,0.6151346261474759,-0.6931757543895258,0.3294082944714403
dense,10,13,0.6153693080938237,-0.7219289534035966,0.3066183282083552
dense,10,14,0.6274822483219945,-0.7474219215949242,0.2847710263350897
dense,10,15,0.6381070900263218,-0.7703562058657605,0.263928493550568
dense,10,16,0.6360412388225753,-0.7912647588350148,0.24412928287887392
dense,10,17,0.6283147650191213,-0.8105526893017333,0.2253930057427152
dense,10,18,0.629403222423866,-0.8285296272033035,0.20772396602854334
dense,10,19,0.6402847348624465,-0.8454341528767417,0.1911141201007053
dense,10,20,0.6477197105549523,-0.861451837588585,0.17554553251955732
dense,10,21,0.6438639074432054,-0.876728463799839,0.16099243433702384
dense,10,22,0.6372844325314033,-0.8913797115980474,0.14742295758919802
dense,10,23,0.6400092812921168,-0.9054982847775456,0.1348006001547869
dense,10,24,0.6501677063048031,-0.9191591871958905,0.12308546277067414
dense,10,25,0.6552559743880221,-0.9324236599507361,0.11223529158592889
dense,10,26,0.6505039794200557,-0.945342144134263,0.10220635362565915
dense,10,27,0.6454185084138735,-0.9579565298232787,0.09295416806493614
dense,10,28,0.6495911779171172,-0.9703018782456245,0.08443411277286358
dense,10,29,0.6589289249822778,-0.9824077519478878,0.07660192286198624
dense,10,30,0.6620477306166306,-0.9942992508640599,0.0694140957644916
dense,10,31,0.6568997418524857,-1.0059978259030697,0.06282821551824758
dense,10,32,0.6533826728010232,-1.017521922855368,0.05680320739026885
dense,10,33,0.6586873784840105,-1.0288874958534493,0.05129953262867924
dense,10,34,0.6670505986683688,-1.04010841977111,0.0462793319714706
dense,10,35,0.668491484378432,-1.0511968237401654,0.041706525518922254
dense,10,36,0.6633198144232606,-1.0621633626516855,0.037546875672708487
dense,10,37,0.6613508138359819,-1.0730174395640266,0.03376801904076064
dense,10,38,0.6674613999295342,-1.0837673889886255,0.030339472489323567
dense,10,39,0.6747233518672986,-1.0944206288004148,0.027232617881741313
dense,10,40,0.6747591024681701,-1.104983786831854,0.024420669468801812
dense,10,41,0.6698623205523943,-1.1154628069198265,0.021878627380931506
dense,10,42,0.669365707756489,-1.1258630381826462,0.019583220212216736
dense,10,43,0.6759710451540575,-1.1361893105364624,0.01751283927499872
dense,10,44,0.6820488300050674,-1.1464459988622357,0.015647466737118226
dense,10,45,0.6809480240836664,-1.1566370777657622,0.013968599527717713
dense,10,46,0.6765664720516938,-1.1667661685039126,0.012459170608172492
dense,10,47,0.6774255948246264,-1.1768365793575697,0.011103468948857508
dense,10,48,0.6842384246395304,-1.1868513404986059,0.00988705932697443
dense,10,49,0.6890955438994371,-1.1968132342115387,0.008796702862710648
dense,10,50,0.6871239121211798,-1.2067248211802757,0.00782027903793851
dense,10,0,0.7517643438325351,-1.4677542475909888,0.066
dense,20,1,1.5322450528279912,-0.32517241379310347,0.334148171639198
dense,20,2,0.8972202613016363,-0.2853846153846154,0.45707441429028534
dense,20,3,0.629092186282092,-0.27,0.49709272509435226
dense,20,4,0.5355920528204985,-0.2853846153846154,0.4963945468193165
dense,20,5,0.5441219337792078,-0.33525691268117397,0.4812330063208248
dense,20,6,0.5712921480114149,-0.3947907883563087,0.46031070587360784
dense,20,7,0.5862819388186936,-0.4677918227381494,0.4370378468185243
dense,20,8,0.5995638993196916,-0.5316059860396726,0.41288827074271794
dense,20,9,0.6216839585070278,-0.5861909369162361,0.38858546232955893
dense,20,10,0.6415259779864695,-0.6324781436589496,0.3645386763132249
dense,20,11,0.6450329807696111,-0.6719134380676137,0.341008629573984
dense,20,12,0.637941047255299,-0.7059030271167985,0.31817409822740556
dense,20,13,0.6382244083900905,-0.7356246055775096,0.2961613648321365
dense,20,14,0.6508352247923783,-0.7620052549282575,0.27505914704074197
dense,20,15,0.6618906599294774,-0.7857562058657606,0.2549274315229796
dense,20,16,0.6597532403146993,-0.807418604988861,0.23580345648407278
dense,20,17,0.6517303223408166,-0.8274045411535851,0.217706164515449
dense,20,18,0.6528653588698128,-0.8460296272033034,0.20063971272308753
dense,20,19,0.6641754961975309,-0.8635376011526038,0.18459633179284746
dense,20,20,0.6719032941105028,-0.8801185042552517,0.1695586979583551
dense,20,21,0.6678977138984864,-0.8959220121869359,0.15550192110010289
dense,20,22,0.6610614350107261,-0.9110672115980475,0.14239522008462024
dense,20,23,0.6638934486450853,-0.9256497999290608,0.1302033376651387
dense,20,24,0.6744498558552434,-0.9397474224900082,0.11888773530976629
dense,20,25,0.6797374862641404,-0.9534236599507361,0.1084076002000579
dense,20,26,0.6747995341851577,-0.966731033023152,0.09872069083790133
dense,20,27,0.6695149855783726,-0.9797132865800354,0.08978404337995188
dense,20,28,0.6738509686272403,-0.9924071414035193,0.0815545574960199
dense,20,29,0.683554199763602,-1.0048436493837853,0.0739894779158661
dense,20,30,0.6867950096977659,-1.0170492508640598,0.0670467856906157
dense,20,31,0.6814453836663911,-1.0290466063908748,0.06068551141929023
dense,20,32,0.6777905158818042,-1.0408552561887014,0.054865981188552154
dense,20,33,0.6833027721263191,-1.05249214701624,0.04955000468281323
dense,20,34,0.6919932753665873,-1.063972056134746,0.044701013798746476
dense,20,35,0.6934904492744979,-1.0753079348512766,0.0402841591116397
dense,20,36,0.6881162012621834,-1.086511188738642,0.03626637066801695
dense,20,37,0.6860700028588153,-1.0975919076491332,0.03261638880241187
dense,20,38,0.6924196931530648,-1.108559055655292,0.029304769983023726
dense,20,39,0.6999658264121061,-1.1194206288004147,0.026303872070974194
dense,20,40,0.7000028715132104,-1.130183786831854,0.0235878228227772
dense,20,41,0.6949142897551056,-1.1408549637825716,0.02113247496864364
dense,20,42,0.6943981385570036,-1.1514399612595694,0.018915350754627032
dense,20,43,0.701261968052237,-1.1619440275175945,0.016915578439410887
dense,20,44,0.7075775963830482,-1.1723719247881617,0.015113822882372991
dense,20,45,0.7064336110090056,-1.1827279868566714,0.01349221204451693
dense,20,46,0.7018804489317212,-1.1930161685039125,0.012034260944392746
dense,20,47,0.7027731267205911,-1.2032400881294996,0.01072479436398962
dense,20,48,0.7098525901899526,-1.2134030646365368,0.009549869381791448
dense,20,49,0.7148997844581585,-1.223508149465776,0.008496698618984107
dense,20,50,0.7128508995621954,-1.233558154513609,0.007553574917642201
dense,20,0,0.781194343832535,-1.547754247590989,0.066
dense,30,1,1.5658805743121842,-0.32517241379310347,0.32761241529005186
dense,30,2,0.9171925829632745,-0.2853846153846154,0.44813428754778256
dense,30,3,0.6437002845975078,-0.27,0.48736986197583787
dense,30,4,0.5486711713492082,-0.2853846153846154,0.4866853396878198
dense,30,5,0.5566606303759792,-0.33662182518285666,0.47182035066854083
dense,30,6,0.5826613747805107,-0.3973499992969638,0.4513072790293579
dense,30,7,0.5976055535351069,-0.4714048264190742,0.4284896244291899
dense,30,8,0.6114991831145093,-0.536155694378615,0.4048124009159978
dense,30,9,0.6343753376617639,-0.5915787494228784,0.3809849422065621
dense,30,10,0.6548070962934903,-0.6386202499165218,0.3574084982352312
dense,30,11,0.6584738412137021,-0.6787380005760273,0.334338686402012
dense,30,12,0.6512712492024756,-0.7133480043987042,0.3119507860589673
dense,30,13,0.6515870827440337,-0.7436360485221689,0.2903686097466367
dense,30,14,0.6644914642642852,-0.7705359580637744,0.26967913984859315
dense,30,15,0.6758001935867308,-0.7947646283768663,0.24994118972798668
dense,30,16,0.6736218017203504,-0.8168679992312796,0.23119126923101643
dense,30,17,0.6654260586227801,-0.8372622425546268,0.21344795044233272
dense,30,18,0.6665887355724928,-0.8562664709659237,0.1967153091571847
dense,30,19,0.6781498747626539,-0.8741274395277281,0.1809857280249869
dense,30,20,0.6860491558128815,-0.8910378042687133,0.16624222212280612
dense,30,21,0.6819561014499562,-0.9071495182491646,0.1524603881683237
dense,30,22,0.674969705037357,-0.9225836608309952,0.1396100470902846
dense,30,23,0.6778644835126855,-0.9374376806254113,0.12765663125447543
dense,30,24,0.6886537543471838,-0.9517907680930908,0.11656235592171021
dense,30,25,0.6940580497704559,-0.9657078724658803,0.10628720655005681
dense,30,26,0.6890113553499749,-0.9792427309552433,0.09678976786211264
dense,30,27,0.6836103819561737,-0.9924401734200499,0.08802791636392214
dense,30,28,0.6880419197885611,-1.0053378914194606,0.07995939474429324
dense,30,29,0.6979589635334347,-1.0179678080538113,0.07254228400279934
dense,30,30,0.7012711561590558,-1.0303571477554663,0.06573538705833337
dense,30,31,0.6958035919851019,-1.042529278663594,0.05949853584909896
dense,30,32,0.6920681271044608,-1.0545043812055284,0.05379283246190759
dense,30,33,0.697701800960531,-1.0662999827890767,0.048580833562955665
dense,30,34,0.7065837594791797,-1.0779313885383193,0.04382668630111202
dense,30,35,0.7081138657382525,-1.0894120307019979,0.039496222887442124
dense,30,36,0.7026211221286677,-1.1007537539735919,0.03555702019875892
dense,30,37,0.7005297701300935,-1.111967049954089,0.031978429991636866
dense,30,38,0.7070193310378429,-1.1230612509856708,0.028731584633730177
dense,30,39,0.7147317028279399,-1.1340446913184437,0.025789382651350414
dense,30,40,0.7147695078531332,-1.144924841850027,0.023126457848010967
dense,30,41,0.7095687327124642,-1.1557084233597068,0.020719135261375636
dense,30,42,0.7090411543128023,-1.1664015021433989,0.018545376790129724
dense,30,43,0.7160561937667698,-1.1770095711682431,0.01658471893285571
dense,30,44,0.7225109531707685,-1.1875376192513027,0.014818204733757175
dense,30,45,0.7213417108056275,-1.1979901902845778,0.013228311721192123
dense,30,46,0.7166881644959123,-1.2083714341478429,0.011798877350974422
dense,30,47,0.7176004717810455,-1.2186851506485405,0.010515023224097171
dense,30,48,0.7248359068899516,-1.2289348275867193,0.009363079134999511
dense,30,49,0.7299942887563916,-1.239123673849434,0.008330507819036326
dense,30,50,0.7279002144387647,-1.24925464828296,0.0074058311039186375
dense,30,0,0.7984097902287587,-1.5945512476486814,0.066
